tweet,replyCount,retweetCount,likeCount,quoteCount,hashtags,sourceLabel,emotion
"راستش من تصور ریاست #بانکداران بر کشور هم برام چندش آوره.
#همتی",0,0,10,1,"['بانکداران', 'همتی']",Twitter for Android,disgust
"همتی به رضایی میگه من اگر رئیس جمهور بشم تو رو به عنوان مخل اقتصادی میدم دست رئیسی😂😂

هر سه این افراد نامزد رییس جمهوری هستند
سیرک چندش آور انتصابات 
#رأی_نمیدهم
#رأی_بی_رأی",0,0,3,0,"['رأی_نمیدهم', 'رأی_بی_رأی']",Twitter for Android,disgust
" ارواح عمه جندت خايه مال كس ننه پاره
#رای_بی_رای  رددم به قبر پدرت مرتيكه چندش آور كثيف دزد",0,0,0,0,['رای_بی_رای'],Twitter for iPhone,disgust
"اگه بخوام با یک کلمه همتی و مهرعلیزاده رو توصیف کنم اون کلمه اینه:
چندش آور
هرچقد #رئیسی و #جلیلی آقا و با اخلاق بودن اینا حال آدمو به هم میزدن",1,0,5,0,"['رئیسی', 'جلیلی']",Twitter for Android,disgust
"چندش تر از #محسن_رضایی  خودش هست! 
امیدوارم پیام مردم را اینبار بشنوه قبل از آنکه ملک الموت به سراغش بیاید!!
پ ن: تو کار ملک الموت دخالت نمی کنم، دیگه کاندیدا نشه",0,1,22,0,['محسن_رضایی'],Twitter for Android,disgust
" عاه خیلی چندش
sweet angel

D1 TO EXO COMEBACK
#SEHUN_TeaserQuest
#CHANYEOL_TeaserQuest 
#LAY_TeaserQuest


 https://t.co/SWEf5V2WiR",0,1,1,0,"['SEHUN_TeaserQuest', 'CHANYEOL_TeaserQuest', 'LAY_TeaserQuest']",Twitter for Android,disgust
"    ولی خودایی یکی اینا رو بخونه احساس می کنه یه مشت بچه چندش دارن با هم دیگه زر زر می کنن 
D1 TO EXO COMEBACK
#LAY_TeaserQuest
#CHANYEOL_TeaserQuest
#SEHUN_TeaserQuest

 ",1,0,0,0,"['LAY_TeaserQuest', 'CHANYEOL_TeaserQuest', 'SEHUN_TeaserQuest']",Twitter for Android,disgust
تاکید #مهرعلیزاده بر تعریف مستقیم از خودش و مدرک و تحصیلاتش بیشتر از این که او  را در ذهن بیننده ارتقا دهد چندش برانگیز است.,1,2,29,0,['مهرعلیزاده'],Twitter Web App,disgust
"ولی اگر یکی از اعضای خانوادتون با #افسردگی درگیره، خواااهش میکنم باهاش قهر نکنید، کنارش نذارید، براش تاسف نخورید، با چندش نگاش نکنید، ضعیف خطابش نکنید، بی‌عرضه ندونینش
ممکنه با این کارتون، به مرز های خطرناکی از بیماریش برسه :))))))",1,3,31,0,['افسردگی'],Twitter for Android,disgust
" مرتیکه فرزند کُش.چندش آوره این حیوان
#نه_به_جمهوی_اسلامی",0,0,1,0,['نه_به_جمهوی_اسلامی'],Twitter for iPhone,disgust
کاش داریوش کریمی از #عمادالدین_باقی می‌پرسید به نظرش عشق به همجنس در اشعار عرفانی هم چندش آور هست یا نه https://t.co/1I741pnAZX,3,4,73,0,['عمادالدین_باقی'],Twitter for iPhone,disgust
"هرچی میره جلوتر،چهره چِندش ""جناب"" آقای همتی نمایان تر میشه
#ما_منتظر_انتخاباتیم 
#رای_میدهم",0,0,4,0,"['ما_منتظر_انتخاباتیم', 'رای_میدهم']",Twitter Web App,disgust
"حمله رو همتی خودش شروع کرده میگه چرا به من 5 نفری حمله میکنید
چندش آوره این روش
#همتی
#مناظرات
#مناظره۱۴۰۰",0,3,16,0,"['همتی', 'مناظرات', 'مناظره۱۴۰۰']",Twitter for Android,disgust
"  عیح عیح عیح چندش

#EdsheeranIsTheBoyOfArmy
",1,0,0,0,['EdsheeranIsTheBoyOfArmy'],Twitter Web App,disgust
"یکی بگه تو این وضعیت چرا باید اکانت ارمیا برام بیاد؟؟؟
چندش
TEAM LUNAR 
#DONT_FIGHT_THE_FEELING  
#엑소 #세훈
 
 ",0,0,1,0,"['DONT_FIGHT_THE_FEELING', '엑소', '세훈']",Twitter for Android,disgust
   به این میگن انحصار طلبگی ، گروه خودش رو در قالب #چندش_شدن نشون بده ؛ هنر انقلابی تعامل و جذب هست نه دفع ؛ امثال وحید اشتری و میلاد گودرزی هم بر فرض شما که خوارج هم باشند ( که بنظرم نیستند ) آخرین راه جنگیدن است آن هم بدون تعقیب !,1,0,0,0,['چندش_شدن'],Twitter for Android,disgust
"  مشتی چِندِش هستند این‌ها. برنامه صفحه آخر خوب روشن‌گری کرده پیرامون همین بدنامان ویژه مهرعلیزاده که دو انگل‌زاده‌ی پسر و یک انگل‌زاده‌ی دخترش چه یابوخواری‌ها که از سفره‌ی عنقلاب نکرده‌اند. 
#نه_به_جمهوری‌_اسلامی 
#رای_بی_رای",0,0,0,0,"['نه_به_جمهوری\u200c_اسلامی', 'رای_بی_رای']",Twitter Web App,disgust
اونا که فکر میکنند همتی و کاراته کار بودنش خالی بندیه، چند جمله شما را بس؛ همه مثل شما دغل و دروغگو نیستند، همه مثل شما نون به نرخ روز خور نیستند، همه مثل شما زیست مصنوعی و انگل وار و قلدرمابانه و بولی کننده ی چندش آور ندارند. خیلی‌ها، زندگی میکنند، نه مثل شما «مردگی». #همتی,8,6,54,1,['همتی'],Twitter for iPhone,disgust
"شاید کلمه بلوغ فکری برای این نوع تظاهر کردن ها کلمه مناسبی باشه. ولی برای آدم بی شعوری مثل من حتی با این اسم گذاری زیبا همچنان چندش آور هست.
#بلوغ #پیترپن",0,0,1,0,"['بلوغ', 'پیترپن']",Twitter Web App,disgust
"خالم زنگ زده میگه اگه به مادرت زنگ زدن برای واکسن بگه تو بری جاش بزنی واقعا دلم میخواست خاله جان را بکشم با این ایده چندش آور...

#واکسن_بخرید 
#درست_واکسن_تزریق_کنید 
#واکسن_معتبر_بخرید",0,0,6,0,"['واکسن_بخرید', 'درست_واکسن_تزریق_کنید', 'واکسن_معتبر_بخرید']",Twitter Web App,disgust
"خانم‌های محترمی که مانتوجلوباز می‌پوشین و پیراهنتون میذارین توی شلوار، اصرار دارین نقطه خاصی از بدن‌تون رو نشون بقیه بدین؟
#چندش_آور",1,0,2,0,['چندش_آور'],Twitter for Android,disgust
"ببین چقدر چهره اش چندش آوره که خودش هم از چهره خودش ترس داره...
دروغ ریا فریب در ذات اسلام و مسلمین نهادینه شده..
#رای_بی_رای 
#برین_به_دین https://t.co/dSJ2jVaYxB",0,0,1,0,"['رای_بی_رای', 'برین_به_دین']",Twitter for Android,disgust
دولت #آمریکا و سه دولت #المان، #بریتانیا و #فرانسه با بیشرمی تمام در تلاشند تا بتوانند با احیای #برجام مرده رژیم #خامنه‌ای از کار افتاده و مفلوک را از سقوط حتمی نجات دهند. بوی الرحمن رژیم ورشکسته چنان به مشام این چهار دولت رسیده که برای حفظ آن دست به هر اقدام چندش آوری میزنند.,0,2,8,0,"['آمریکا', 'المان', 'بریتانیا', 'فرانسه', 'برجام', 'خامنه\u200cای']",Twitter for Android,disgust
"وای بیشرف چندش اگر آقا بود خودش شخصا گردن جسم علیلت را باشمشیر میزد 
#رای_من_سرنگونی 
#MyVoteRegimeChange
 #BoycottIranShamElections https://t.co/rNYbixT0LC",0,0,1,0,"['رای_من_سرنگونی', 'MyVoteRegimeChange', 'BoycottIranShamElections']",Twitter Web App,disgust
"منفورتر از مهاجرانی وبهنود و نگار مرتضوی
میدونین کیه ؟
غریب آبادی چندش ، کیف کش عراقچیه 
لامصب خیلی حال بهم زنه

#نه_به_جمهوري_اسلامي 
#رای_بی_رای",0,0,3,0,"['نه_به_جمهوري_اسلامي', 'رای_بی_رای']",Twitter for Android,disgust
"چندش نباشیم برای هم 
این خیلی مهمه ...

#سلام👸",1,0,23,0,['سلام'],Twitter for Android,disgust
شمایی که برای همتی هشتگ می‌زنی #صدای_بیقدرتان شکر می‌خورید که برای میرحسین اشک می‌ریزید. کثافت های چندش چهل تومنی!,1,0,25,0,['صدای_بیقدرتان'],Twitter for Android,disgust
"یه سری از پسرا هم هستن تو مجازی یدونه دوست پسر ندارن
بجاش کلی خواهر مجازی دارن
اینا چندش ترینن
سلام چندش...
#هوایی https://t.co/9DexfnsOfq",1,1,8,0,['هوایی'],Twitter for Android,disgust
  ۲۲ از همشون چندش تره #براندازم,0,0,1,0,['براندازم'],Twitter for iPhone,disgust
"یه سری از دخترا هم هستن تو مجازی یدونه دوستِ دختر ندارن 
بجاش کلی داداشی مجازی دارن
اینا چندش ترینن
سلام چندش
#هوایی",2,2,36,1,['هوایی'],Twitter Web App,disgust
"#جواد_خیابانی پفیوز آدم نمیشه
بی‌شرف بهتره یک نگاهی به ارزش #پول_ملی این کشور کوچولو وپونزی #بحرين  بندازی بعد این القاب چندش را به یک کشور عطا کنی

#فوتبال  #جام_جهانی #انتخابی_جام_جهانی",1,0,2,0,"['جواد_خیابانی', 'پول_ملی', 'بحرين', 'فوتبال', 'جام_جهانی', 'انتخابی_جام_جهانی']",Twitter for Android,disgust
"اظهارات حال بهم زن و چندش آور دختر رییسی خونخوار پلید
#تحریم_انتخابات 
#رئیسی_جلاد۶۷ 
#مرگ_بر_کلیت_و_تمامیت_جمهوری_اسلامی https://t.co/JRKgUOF0IY",0,0,0,0,"['تحریم_انتخابات', 'رئیسی_جلاد۶۷', 'مرگ_بر_کلیت_و_تمامیت_جمهوری_اسلامی']",Twitter for Android,disgust
"جمع رو ببین همه شون چندش وبی شرف و قلم فروش چقدر بهم میاین!

به امید #نجات_استقلال از دست امثال شما https://t.co/ftl2bTH7c2",1,1,13,0,['نجات_استقلال'],Twitter for Android,disgust
"چندش تر از این شخصیت داریم؟
#دزد https://t.co/rScf59GdcU",36,14,129,0,['دزد'],Twitter for Android,disgust
"👍
سلبريتي هاي بي سوادي كه ديروز فرياد يا واكسنا سر ميدادن، با بيسوادي شون كاري كردن واكسن هاي برخي كشورها خريداري نشه و واكسيناسيون دير شروع بشه، حالا با شوخي هاي چندش آوري مثل چسبيدن قاشق به بدن در اثر واكسن كاري كردن برخي پدر مادرا از خير زدن واكسن بگذرن
#سلبريتي #واكسن",1,0,1,0,"['سلبريتي', 'واكسن']",Twitter for iPhone,disgust
"خیلی بیشعور بود. خیلی بی تربیت بود. بعضیا لیاقت توجه ندارن. حاضرم قسم بعضی ایرانیا با پسرا ویدیو کال داشته باشن چندش تر از کی فنا میشن!
#EXO #weareoneEXO
#DONT_FIGHT_THE_FEELING
   https://t.co/9flO3VQtJs",0,3,8,0,"['EXO', 'weareoneEXO', 'DONT_FIGHT_THE_FEELING']",Twitter for Android,disgust
"چقد منشن های حاوی رییسی چندش اوره 
احمق ها کاش بفهمن تنها خدا لایق پرستشه 
.
.

#رييسي",0,0,2,0,['رييسي'],Twitter for Android,disgust
"    چندش می باشد
#엑소 #EXO 
 
  WE ARE ONE EXO",0,1,1,0,"['엑소', 'EXO']",Twitter for Android,disgust
"     چندش 
Kyungsoo 
EXO PARALLEL
#CHANYEOL_Tracking
#KYUNGSOO_Tracking
#DONT_FIGHT_THE_FEELING 
#EXO #엑소  
 ",0,1,1,0,"['CHANYEOL_Tracking', 'KYUNGSOO_Tracking', 'DONT_FIGHT_THE_FEELING', 'EXO', '엑소']",Twitter for Android,disgust
"    چندش 

EXO PARALLEL 
#CHANYEOL_Tracking 
#KYUNGSOO_Tracking
#DONT_FIGHT_THE_FEELING 
 
",0,1,1,0,"['CHANYEOL_Tracking', 'KYUNGSOO_Tracking', 'DONT_FIGHT_THE_FEELING']",Twitter for Android,disgust
"     چندش
EXO PARALLEL
#CHANYEOL_Tracking
#KYUNGSOO_Tracking
#DONT_FIGHT_THE_FEELING 
#EXO #엑소  
 ",0,0,0,0,"['CHANYEOL_Tracking', 'KYUNGSOO_Tracking', 'DONT_FIGHT_THE_FEELING', 'EXO', '엑소']",Twitter for Android,disgust
"    چندش
EXO PARALLEL 
#CHANYEOL_Tracking 
#KYUNGSOO_Tracking
#DONT_FIGHT_THE_FEELING 
 
",0,1,1,0,"['CHANYEOL_Tracking', 'KYUNGSOO_Tracking', 'DONT_FIGHT_THE_FEELING']",Twitter for Android,disgust
"    چندش
#CHANYEOL_Tracking 
#KYUNGSOO_Tracking
#DONT_FIGHT_THE_FEELING 
",0,0,0,0,"['CHANYEOL_Tracking', 'KYUNGSOO_Tracking', 'DONT_FIGHT_THE_FEELING']",Twitter for Android,disgust
"بانوانِ کشورم ابزاری برای رای جمع کردن کاندیداها

چقدر چندش آورند!

#رای_میدهم
#ما_منتظر_انتخاباتیم",2,14,26,0,"['رای_میدهم', 'ما_منتظر_انتخاباتیم']",Twitter Web App,disgust
"البته اریانا قطعا هیچ پخی نیست و تصمیمات جای دیگه گرفته میشه هرچند وجودش در این سطح بشدت چندش اوره
#نه_به_جمهوري_اسلامي https://t.co/2u2WycBhX2",0,0,3,0,['نه_به_جمهوري_اسلامي'],Twitter for Android,disgust
 یکی نیست #ظریف رو #بوتاکس کنه دیگه نتونه بخنده خیلی چندش میخنده,0,0,1,0,"['ظریف', 'بوتاکس']",Twitter for Android,disgust
"#موش_مغز   

استاد #موحد_بلخی در منازعه «دین و دمبوره» اصطلاح چندِش آور اما مناسب «موش مغز» را بکاربرده وارد گستره ادبیات فارسی کرد ...  
       یادگار ماند به روزگار ... بهار ۱۴۰۰ش https://t.co/jyUY9SrfV0",0,0,0,0,"['موش_مغز', 'موحد_بلخی']",Instagram,disgust
"ببین جلیلی کیو فرستاده ازش تعریف کنه😐

چندش تر از #مرتضی_فیروز_آبادی نبود؟
مردم قیافه نحس این یارو رو ببینن بیست کیلومتر فرار میکنن

عقل هم خوب چیزیه
#همتی کونی یک زن جنده رو فرستاده بود بگو بخند کنه مردم نگاه کنن https://t.co/2j1mlCjlIT",2,0,4,0,"['مرتضی_فیروز_آبادی', 'همتی']",Twitter for Android,disgust
"    :)))ممکنه این توییتر چندش از اکانتت پرتت کنه بیرون
ولی مطمئن باش من هیچوقت از قلبم پرتت نمیکنم بیرون...
Don't Fight The Feeling 
#KAI_Tracking
#SEHUN_Tracking

 ",0,1,1,0,"['KAI_Tracking', 'SEHUN_Tracking']",Twitter for Android,disgust
"سید حرف میزنه شور ایجاد میکنه حالا مقایسش کنید با روحانی چندش و کثیف
#رئیسی",1,0,6,0,['رئیسی'],Twitter Web App,disgust
"امروز پیاده روی نرفتم بعد از حدود سه هفته و دلیلم هم یه استاکر زشت چندش کریه کثیفه که هرچی بیشتر مورد انزجار قرار میگیره حریص تر میشه
#زندگی_نرمال 
#حس_امنیت",0,0,0,0,"['زندگی_نرمال', 'حس_امنیت']",Twitter Web App,disgust
"#مجید_صالحی چقدر خوب میتونه کاراکتری چندش و کثیف باشه👌
#صحنه_زنی",3,0,23,0,"['مجید_صالحی', 'صحنه_زنی']",Twitter for Android,disgust
#کرونا هر عیبی داشت این یک حسن رو داشت که دیگه نیازی به دست دادن و بوسیدن ( غالبا مناسبتی) کسی نیست.من هیچ تمایلی به #لمس دیگران حتی در حد دست دادن هم ندارم و ترجیح میدم افراد لااقل۲متر باهام فاصله داشته باشن!دوست ندارم کسی رو هم لخت ببینم.میتونه چندش آور باشه برام کاملا. #واقعی,0,0,0,0,"['کرونا', 'لمس', 'واقعی']",Twitter Web App,disgust
 حالا بهتره ما وارد بخش های خصوصی و تهوع آور زندگی این زوج چِندش نشیم😅😅😅 #نه_به_جمهوري_اسلامي #راى_من_سرنگونى,1,0,1,0,"['نه_به_جمهوري_اسلامي', 'راى_من_سرنگونى']",Twitter for iPhone,disgust
"کاندیدای ریاست جمهوری #قاضی_زاده_هاشمی  
خیلی ممنون که با فیلم ایرج ملکی طورت مارو خندوندی!
مادرت یاد نداده برای اینکه توی خونهَ ت مورچه جمع نشه و گند نزنی به خونه، سفره رو بیرون بتکونی!؟
چقدر شماها چندش و ضایعید!",0,0,9,0,['قاضی_زاده_هاشمی'],Twitter Web App,disgust
" تا سه دقیقه پایانی خوب بود نسبتاً البته برنامه ارائه نمیداد و فقط سوال و درد جامعه را بازگو میکرد ولی تو سه دقیقه پایانی که از روی متن به دادستانی و آقای رئیسی حمله کرد،چندش آور شد و نشون داد برای به قدرت رسیدن مثل روحانی اصلا به اخلاق اهمیت نمیده
#رضایی_رفوزه_شد",0,0,1,0,['رضایی_رفوزه_شد'],Twitter Web App,disgust
"  مهندسی اونجایی که

بنی صدر ۱دوره
میرحسین ۲دوره
هاشمی ۲دوره
خاتمی ۲دوره
روحانی ۲دوره
همه از یک طیف فکری
دولت دستشون بوده
بعد هنوز نه به داره نه به باره و نتیجه انتخابات معلوم نیست میگن #مهندسی_انتخابات

همینقدر #وقیح و چندش آور",1,0,0,0,"['مهندسی_انتخابات', 'وقیح']",Twitter for Android,disgust
"    عمت پیشونیتو بوس نمیکنه بفهمه چندش ترین چیه
We are one EXO
#EXO
 
 -",1,1,1,0,['EXO'],Twitter for Android,disgust
"چندش ترین حرکت ممکن 
بوس کردن فامیله 
   #EXO https://t.co/DWvzMAm8bE",5,26,23,0,['EXO'],Twitter for Android,disgust
"چندش آورتر از کلیپ های سوسماستی
دیدن #کاندیدا در حال گفتن طرح‌ و برنامه هاشونه...🥵خیلی بده مستقیم خر فرصت کنن🥶",0,0,1,0,['کاندیدا'],Twitter Web App,disgust
وقتی فهیمه خضر‌حیدری خبرنگار روزنامه اعتماد ملی بود در متنی به عنوان جسارت خود بودن از  خردادیان نوشت و سپس در برابر حمله کیهان اینگونه نوشت:«نه از #همجنس‌گرایی خوشم می‌آید خوشم که نمی‌آید هیچ نسبت به آن احساس «چندش» هم دارم و قبلا هم گفته بودم که از همجنسگرایی «بدم» می‌آید »,1,1,14,0,['همجنس\u200cگرایی'],Twitter for Android,disgust
"چقدر سطح اين لجنزار #صدا_و_سيما پايين اومده
يه سريال تهوع آور با يك سناريوي مزخرف به انضمام يه سري بازيگر در پيت و سياهي لشگر درست كردن به اسم ""باران كه مي بارد"" و توش دارن تبليغ #بانك_رفاه رو مي كنن 
كثافت خالص
اه اه اه
چندش
🤮🤮🤮🤮🤮",0,0,1,0,"['صدا_و_سيما', 'بانك_رفاه']",Twitter for iPhone,disgust
این‌هایی که واسه این تیزهوش باذکاوت کف و سوت می‌زنن، بهش بگن موها و ریش‌هاشو رنگ و استایل کرده، بره ابروهاشو لیفت اندوسکوپیک هم بکنه خیلی جذاب دل‌انگیزتر می‌شه و با تعداد بالاتری، رأی دموکراتیک رئیس‌جمهور می‌شه! چندش 🤢 #محسن_رضایی https://t.co/MSESv2urqc,0,0,0,0,['محسن_رضایی'],Twitter for iPhone,disgust
"یه اتفاقی افتاد و یه چیزی راجب به #ازار_جنسی یادم اومد با شما هم به اشتراک میزارم: 
چن روز پیش با دوسدخترم بیرون بودیم لباساشم معمولا گشاده و جوری نیست اصلا بخواد بدنش معلوم باشه. پسرایی که تقریبا هم نسل خودمون بودن(۱۶ تا ۲۸ ) خیلی عادی رد میشدن. ولی امان از این پیر مرد های چندش!",1,0,7,0,['ازار_جنسی'],Twitter for Android,disgust
"  همین اَلواتا رو می بینین، همینا وقتی مردم تو #آبان98 میریزن بیرون، میبینن که هوا پس شده، دست در دست هم مردم و میکشن
همینقدر وقیح همینقدر چندش همینقدر وحشی، الان دعوای بین لاشخورا و کفتارهاست
#رای_بی_رای 
#نه_به_جمهوری_اسلامی#javidShah. #kingdomWithPahlavi. #جاویدرضاشاه_دوم 👑❤️",0,0,0,0,"['آبان98', 'رای_بی_رای', 'kingdomWithPahlavi', 'جاویدرضاشاه_دوم']",Twitter for iPhone,disgust
" همین اَلواتا رو می بینین، همینا وقتی مردم تو #آبان98 میریزن بیرون، میبینن که هوا پس شده، دست در دست هم مردم و میکشن
همینقدر وقیح همینقدر چندش همینقدر وحشی، الان دعوای بین لاشخورا و کفتارهاست
#رای_بی_رای 
#نه_به_جمهوری_اسلامی",1,1,14,0,"['آبان98', 'رای_بی_رای', 'نه_به_جمهوری_اسلامی']",Twitter Web App,disgust
"هرلحظه عکس و فیلم و وویس و کوفت می‌فرستاد برای دوست‌پسرش که طرف مطمئن بشه دروغ نمی‌گه این.
بابااااا اینقدر شک داره خب چرا میای بیرون؟!

#رفتار_چندش",0,0,1,0,['رفتار_چندش'],Twitter for Android,disgust
"    قبل از اینکه با اکسو آشنا بشم
خیلی چندش آور بود😑
EXO
EXO SHIP SAGA
EXO PARALLEL
#EXO_TrackingActivated
#EXO_ThePrologue
#DONT_FIGHT_THE_FEELING

 ",0,1,1,0,"['EXO_TrackingActivated', 'EXO_ThePrologue', 'DONT_FIGHT_THE_FEELING']",Twitter for Android,disgust
"    اره یه بارش که خیلیم چندش بود تا مدتها تو صورت لوهان نگاه نمیکردم🤐

'EXO-SHIP SAGA' PROLOGUE
#EXO_ThePrologue
#EXO_TrackingActivated 
#DONT_FIGHT_THE_FEELING 
-",0,2,1,0,"['EXO_ThePrologue', 'EXO_TrackingActivated', 'DONT_FIGHT_THE_FEELING']",Twitter for iPhone,disgust
 حتی نگاه کردن به قیافه اصلاح طلب آن هم در ایت الله بی بی سی چندش اور  آقای ملکی حیف به وقت گرامی شما که صرف این ها می کنید #نه_به_جمهوري_اسلامي,0,0,0,0,['نه_به_جمهوري_اسلامي'],Twitter for iPhone,disgust
"نمریدم و سکانس «خودارضایی» هم تو سینمای ایران دیدیم.

البته برای درک شرایط کاراکتر اصلی #دشت_خاموش لازم بود، اما واقعاً چندش بود و می‌‌تونست انقدر طولانی نباشه.",7,0,46,0,['دشت_خاموش'],Twitter Web App,disgust
"تلاش و التماس چندش آور #ابراهیم_رئیسی برای گرفتن تایید #اعدام ۲۰۰ جوان مخالف از منتظری - کلیپ

 https://t.co/9fJzkKdGbZ via ",0,1,2,0,"['ابراهیم_رئیسی', 'اعدام']",Twitter Web App,disgust
"کاش یک نفر بیاد سر ق.ق. که جرات داشته باشه روحانی و جهانگیری و ظریف و زنگنه و آشنا و غیره و ذلکشون رو بکشه پای میز محاکمه.
بر وزن دولت در سایه، یک دولت در زندان تشکیل بده، تا همۀ این نامردهای چندش، تقاص اون بلایی رو که در این #هشت_سال_سیاه سر #ما_مردم آوردند، پس بدهند.",10,10,158,0,"['هشت_سال_سیاه', 'ما_مردم']",Twitter for Android,disgust
"یخورده چندش به گناه غیبت نگاه کنیم😰
بدگویی پشت سرکسی هرچند(بقول بعضیا)صفتش باشه یاواقعیت داشته باشه
مرده خواریه ، تناول گوشت میت😣😫
سم به معنای فوق واقعی⁦⚠️⁩⛔
#غیبت_مرده_خواریه",0,0,0,0,['غیبت_مرده_خواریه'],Twitter for Android,disgust
"این هم از شیادی های این عنصر زبون و جنایت کار در روزگار پایانی است که در عین لودگی و مسخرگی چندش آور هم هست با #تحریم_انتخابات پاسخ این دلقک وقیح و خامنه‌ای داده میشود
#راى_من_سرنگونى https://t.co/ajwdhOLn2E",0,11,12,0,"['تحریم_انتخابات', 'راى_من_سرنگونى']",Twitter for Android,disgust
"کاش الاستقالیای حکومتی که این روزا به خصوصی شدن تیمشونم خیلی معترضن برن توی سیرک #انتخابات شرکت کنن و به مهرعلیزاده رای بدن تا حداقل این رییسی چندش ضد دموکراسی اسم رییس ""جمهور"" بهش نچسبه",0,0,2,0,['انتخابات'],Twitter Web App,disgust
"عزیزم شما جذابی،اونقدر که پیراهنای هاوایی تو تن شما برازنده س نه چندش...
#در راستای خلاف سلیقه",0,0,2,0,['در'],Twitter Web App,disgust
"حتی مورچه هاام میتونن چندش باشن
EXO EPISODE 02
#EXO_Targeted_Teaser2 
  ",1,3,3,0,['EXO_Targeted_Teaser2'],Twitter for Android,disgust
"خدا ما را مغلوب هوای نفس نکنه،  و حجاب نفاق رو از جلو دیدمان برداره...
این روزا چه حرف های چندش آوری از کسانی می‌شنویم که انتظار نداشتیم...
توضیحات آقای زکریایی شنیدنی‌است. 
#انتخابات_۱۴۰۰",0,0,11,0,['انتخابات_۱۴۰۰'],Twitter for Android,disgust
"""ول نکن"" ترینها با اختلاف ""چندش"" ترینند...
#دوست_دارم_زلی",17,6,464,0,['دوست_دارم_زلی'],Twitter for Android,disgust
"دلی دارم که هر چندش بیازاری نیازارد
نه دل سنگ است پنداری که آزردن نمی داند...
#وحشی_بافقی 

..❣..",0,0,6,0,['وحشی_بافقی'],Twitter for Android,disgust
"""تهوعی"" به اسم ""دولت روحانی"" رو با فریب و دورغ آوردید رو کار.
حالا هم با وقاحت تمام در پایان دولتش هشتگ #روحانی_متشکریم راه میندازید!
شما دیگه چقدر کریه و چندش آورید که حاضرید استفراغ خودتون رو دوباره بخورید و بهش هم افتخار کنید*_*
#اصلاح_طلبان #پایان_اصلاحات",0,0,2,0,"['روحانی_متشکریم', 'اصلاح_طلبان', 'پایان_اصلاحات']",Twitter Web App,disgust
"تمام سایت ها و خبرگزاری ها و روزنامه ها و برنامه های صدا و سیما بسیج شدند که بازیکنای استقلال تمدید کنند و استقلال تقویت بشه، خودتون چندش نمی شید؟

#استقلال #پرسپولیس",0,1,31,0,"['استقلال', 'پرسپولیس']",Twitter for iPhone,disgust
" بدون شک در حال حاضر بعد از سوسک که در رتبه اله 
رتبه دوم موجود چندش اور به جناب #مهرعلیزاده تعلق میگیره",0,0,7,0,['مهرعلیزاده'],Twitter for Android,disgust
"کلمه لیمیت کنار اسمم مثل بستنی کنار ماسته
همونقدر چندش

DON'T FIGHT THE FEELING
#CHANYEOL_Targeted 
#KAI_Targeted 
#XIUMIN_Targeted 
 https://t.co/DpboC2qilX",1,1,2,0,"['CHANYEOL_Targeted', 'KAI_Targeted', 'XIUMIN_Targeted']",Twitter for Android,disgust
" چرا انقدر تو چندش و نچسبی انقدر از امثال تو متنفرم که هر روز یه حرف می‌زنید 
#منافق",0,0,0,0,['منافق'],Twitter for Android,disgust
"من اين تجربه ی چندش آور رو تو هواپیما پرواز هرات-کابل داشتم.اول فکر کردم حواسش نبود بعدا که رسما تبدیل به نیشگون شد برگشتم تو صورتش با خشم نگاه کردم گفتم یک بار دیگه تکرار بشه کاری میکنم از هواپیما پرتت کنن پایین
تنها نبودم با همسرم بودم.
#بیشعوری https://t.co/7LvzFO0qMm",2,0,13,0,['بیشعوری'],Twitter for iPhone,disgust
" چقد پول دادید به این بدبختها بخاطر این عکس؟؟؟

چقد شما چندش آور و وقیحید 
آخه کثافت بودنم حدی داره
#رای_بی_رای 
#مرگ_بر_کلیت_و_تمامیت_جمهوری_اسلامی",0,0,5,0,"['رای_بی_رای', 'مرگ_بر_کلیت_و_تمامیت_جمهوری_اسلامی']",Twitter for Android,disgust
 چندش #نه_به_جمهوري_اسلامي,0,0,1,0,['نه_به_جمهوري_اسلامي'],Twitter for iPhone,disgust
"چقد بعضی از آدما چندش و حتی نچسبن
#ط
باعشق😒♥️",1,0,4,0,['ط'],Twitter for Android,disgust
"این آقا امروز شده به اصطلاح روشنفکر! یادم نمی‌رود با آن خنده چندش آوری در اخبار ساعت۱۴ ظاهر شد و گفت برای هر کسی که بچه ای به دنیا بیاورد، یک میلیون تومان پول می‌دهیم! فهم این بشر از حمایت های اجتماعی در یک میلیون پول به ازای بدنیاآوردن بچه خلاصه می‌شد! همین قدر سطحی
#احمدي_نژاد",0,0,4,0,['احمدي_نژاد'],Twitter for iPhone,disgust
"الان دانشجویان ایرانی مقیم و ماله کش چین دارن فکر میکنن چطور با یک لبخند چندش روی این انگل ماله بکشن. رو ویروس چینی که بلد بودن خوب ماله بکشن رو انگلا هم حتما بلدن
#CCPVirus https://t.co/7LzlYpUKtq",0,2,12,0,['CCPVirus'],Twitter for Android,disgust
حتی بکار بردن کلمه #اصلاح_طلب #چندش_آور شده است چرا که مهر تاییدی است بر این #سپر_منحوس که جریان برانداز غربگرا سالها پشت آن سنگر گرفته است.,0,0,3,0,"['اصلاح_طلب', 'چندش_آور', 'سپر_منحوس']",Twitter for Android,disgust
